,0
cost,51.63441333333333
violation,0.0
reclaimed tonnage,304172.105266311
available tonnage,300000.0
parcel_list,"[(penalty=0), (penalty=0), (penalty=0)]"
seed,357742
time,9494.386164875701
count_local,2671.0
