,viol_main,viol_win,utility
0,0,0,25.01380333333333
1,0,0,24.658685333333334
2,0,0,24.658685333333334
3,0,0,22.80960433333333
4,0,0,22.80960433333333
5,0,0,22.80960433333333
6,0,0,22.80960433333333
7,0,0,22.80960433333333
8,0,0,22.80960433333333
9,0,0,22.80960433333333
10,0,0,22.80960433333333
11,0,0,22.80960433333333
12,0,0,22.80960433333333
13,0,0,22.80960433333333
14,0,0,22.80960433333333
15,0,0,22.80960433333333
16,0,0,22.80960433333333
17,0,0,22.80960433333333
18,0,0,22.80960433333333
19,0,0,22.80960433333333
20,0,0,22.80960433333333
21,0,0,22.80960433333333
22,0,0,22.80960433333333
23,0,0,22.80960433333333
24,0,0,22.80960433333333
25,0,0,22.80960433333333
26,0,0,22.80960433333333
27,0,0,22.80960433333333
28,0,0,22.80960433333333
29,0,0,22.80960433333333
30,0,0,22.80960433333333
31,0,0,22.80960433333333
32,0,0,22.80960433333333
33,0,0,22.80960433333333
34,0,0,22.80960433333333
35,0,0,22.80960433333333
36,0,0,22.80960433333333
37,0,0,22.80960433333333
38,0,0,22.80960433333333
39,0,0,22.80960433333333
40,0,0,22.80960433333333
41,0,0,22.80960433333333
42,0,0,22.80960433333333
43,0,0,22.80960433333333
44,0,0,22.80960433333333
45,0,0,22.80960433333333
46,0,0,22.80960433333333
47,0,0,22.80960433333333
48,0,0,22.80960433333333
49,0,0,22.80960433333333
50,0,0,22.80960433333333
51,0,0,22.80960433333333
52,0,0,22.80960433333333
53,0,0,22.80960433333333
54,0,0,22.80960433333333
55,0,0,22.80960433333333
56,0,0,22.80960433333333
57,0,0,22.80960433333333
58,0,0,22.80960433333333
59,0,0,22.80960433333333
60,0,0,22.80960433333333
61,0,0,22.80960433333333
62,0,0,22.80960433333333
63,0,0,22.80960433333333
64,0,0,22.80960433333333
65,0,0,22.80960433333333
66,0,0,22.80960433333333
67,0,0,22.80960433333333
68,0,0,22.80960433333333
69,0,0,22.80960433333333
70,0,0,22.80960433333333
71,0,0,22.80960433333333
72,0,0,22.80960433333333
73,0,0,22.80960433333333
74,0,0,22.80960433333333
75,0,0,22.80960433333333
76,0,0,22.80960433333333
77,0,0,22.80960433333333
78,0,0,22.80960433333333
79,0,0,22.80960433333333
80,0,0,22.80960433333333
81,0,0,22.80960433333333
82,0,0,22.80960433333333
83,0,0,22.80960433333333
84,0,0,22.80960433333333
85,0,0,22.80960433333333
86,0,0,22.80960433333333
87,0,0,22.80960433333333
88,0,0,22.80960433333333
89,0,0,22.80960433333333
90,0,0,22.80960433333333
91,0,0,22.80960433333333
92,0,0,22.80960433333333
93,0,0,22.80960433333333
