,0
cost,19.631316333333334
viol_main,0.0
viol_window,0.0
reclaimed tonnage,100875.31906968352
available tonnage,100000.0
parcel_list,"[(penalty_avg=0, penalty_window=0)]"
seed,865007
time,3690.1198920458555
count_local,4402
