,0
cost,23.17008233333333
viol_main,0.0
viol_window,0.0
reclaimed tonnage,104552.82671468171
available tonnage,100000.0
parcel_list,"[(penalty_avg=0, penalty_window=0)]"
seed,663108
time,3511.57711270079
count_local,4816
