,0
cost,22.590674333333332
viol_main,0.0
viol_window,0.0
reclaimed tonnage,100824.52838568934
available tonnage,100000.0
parcel_list,"[(penalty_avg=0, penalty_window=0)]"
seed,926333
time,5575.912537619472
count_local,1460
