,0
cost,22.389997333333337
viol_main,0.0
viol_window,0.0
reclaimed tonnage,104753.81076331246
available tonnage,100000.0
parcel_list,"[(penalty_avg=0, penalty_window=0)]"
seed,313470
time,5426.001000223681
count_local,1521
