,0
cost,22.472133333333332
viol_main,0.0
viol_window,0.0
reclaimed tonnage,100063.01632206593
available tonnage,100000.0
parcel_list,"[(penalty_avg=0, penalty_window=0)]"
seed,27746
time,5786.141510838643
count_local,1715
