,obj,viol
0,55.79133833333336,0
1,55.79133833333336,0
2,55.79133833333336,0
3,55.79133833333336,0
4,55.79133833333336,0
5,55.79133833333336,0
6,55.79133833333336,0
7,55.79133833333336,0
8,55.79133833333336,0
9,55.79133833333336,0
10,55.79133833333336,0
11,55.79133833333336,0
12,55.79133833333336,0
13,55.79133833333336,0
14,55.79133833333336,0
15,55.79133833333336,0
16,55.79133833333336,0
17,53.37842833333332,0
18,53.37842833333332,0
19,53.37842833333332,0
20,53.37842833333332,0
21,53.37842833333332,0
22,53.37842833333332,0
23,53.37842833333332,0
24,53.37842833333332,0
25,53.37842833333332,0
26,53.37842833333332,0
27,53.37842833333332,0
28,53.37842833333332,0
29,53.37842833333332,0
30,53.37842833333332,0
31,53.37842833333332,0
32,52.24910533333334,0
33,52.24910533333334,0
34,52.24910533333334,0
35,52.24910533333334,0
36,52.24910533333334,0
37,52.24910533333334,0
38,52.24910533333334,0
39,52.24910533333334,0
40,52.24910533333334,0
41,52.24910533333334,0
42,52.24910533333334,0
43,52.24910533333334,0
44,52.24910533333334,0
45,52.24910533333334,0
46,52.24910533333334,0
47,52.24910533333334,0
48,52.24910533333334,0
49,52.24910533333334,0
50,52.24910533333334,0
51,52.24910533333334,0
52,52.24910533333334,0
53,52.24910533333334,0
54,52.24910533333334,0
55,52.24910533333334,0
56,52.24910533333334,0
57,52.24910533333334,0
58,52.24910533333334,0
59,52.24910533333334,0
60,52.24910533333334,0
61,52.24910533333334,0
62,52.24910533333334,0
63,52.24910533333334,0
64,52.24910533333334,0
65,52.24910533333334,0
66,52.24910533333334,0
67,52.24910533333334,0
68,52.24910533333334,0
69,52.24910533333334,0
70,52.24910533333334,0
71,52.24910533333334,0
72,52.24910533333334,0
73,52.24910533333334,0
74,52.24910533333334,0
75,52.24910533333334,0
76,52.24910533333334,0
77,52.24910533333334,0
78,52.24910533333334,0
79,52.24910533333334,0
80,52.24910533333334,0
81,52.24910533333334,0
82,52.24910533333334,0
83,52.24910533333334,0
84,52.24910533333334,0
85,52.24910533333334,0
86,52.24910533333334,0
87,52.24910533333334,0
88,52.24910533333334,0
89,52.24910533333334,0
90,52.24910533333334,0
91,52.24910533333334,0
92,52.24910533333334,0
93,52.24910533333334,0
94,52.24910533333334,0
95,52.24910533333334,0
96,52.24910533333334,0
97,52.24910533333334,0
98,52.24910533333334,0
99,52.24910533333334,0
100,52.24910533333334,0
101,52.24910533333334,0
102,52.24910533333334,0
103,52.24910533333334,0
104,52.24910533333334,0
105,52.24910533333334,0
106,52.24910533333334,0
107,52.24910533333334,0
108,52.24910533333334,0
109,52.24910533333334,0
110,52.24910533333334,0
111,52.24910533333334,0
112,52.24910533333334,0
113,52.24910533333334,0
114,52.24910533333334,0
115,52.24910533333334,0
116,52.24910533333334,0
117,52.24910533333334,0
118,52.24910533333334,0
119,52.24910533333334,0
120,52.24910533333334,0
121,52.24910533333334,0
122,52.24910533333334,0
123,52.24910533333334,0
124,52.24910533333334,0
125,52.24910533333334,0
126,52.24910533333334,0
127,52.24910533333334,0
128,52.24910533333334,0
129,52.24910533333334,0
130,52.24910533333334,0
131,52.24910533333334,0
132,52.24910533333334,0
133,52.24910533333334,0
134,52.24910533333334,0
135,52.24910533333334,0
136,52.24910533333334,0
137,52.24910533333334,0
138,52.24910533333334,0
139,52.24910533333334,0
140,52.24910533333334,0
141,52.24910533333334,0
142,52.24910533333334,0
