,obj,viol
0,108.57450633333328,0
1,103.79660233333327,0
2,103.79660233333327,0
3,103.79660233333327,0
4,98.8477723333333,0
5,98.19169533333324,0
6,97.63545633333325,0
7,94.67705433333327,0
8,94.62766533333324,0
9,94.62766533333324,0
10,94.62766533333324,0
11,94.62766533333324,0
12,94.62766533333324,0
13,94.62766533333324,0
14,94.62766533333324,0
15,94.62766533333324,0
16,94.36837633333322,0
17,94.36837633333322,0
18,93.87254133333327,0
19,93.87254133333327,0
20,93.87254133333327,0
21,93.87254133333327,0
22,93.87254133333327,0
23,93.87254133333327,0
24,93.87254133333327,0
25,93.87254133333327,0
26,93.87254133333327,0
27,93.87254133333327,0
28,93.87254133333327,0
29,93.87254133333327,0
30,93.87254133333327,0
31,93.87254133333327,0
32,93.87254133333327,0
33,93.87254133333327,0
34,93.87254133333327,0
35,93.87254133333327,0
36,93.87254133333327,0
37,93.87254133333327,0
38,93.87254133333327,0
39,93.87254133333327,0
40,93.87254133333327,0
41,93.87254133333327,0
42,93.87254133333327,0
43,93.87254133333327,0
44,93.87254133333327,0
45,93.87254133333327,0
46,93.87254133333327,0
47,93.87254133333327,0
48,93.87254133333327,0
49,93.87254133333327,0
50,93.87254133333327,0
51,93.87254133333327,0
52,93.87254133333327,0
53,93.87254133333327,0
54,93.87254133333327,0
55,93.87254133333327,0
56,93.87254133333327,0
57,93.87254133333327,0
58,93.87254133333327,0
59,93.87254133333327,0
60,93.87254133333327,0
61,93.87254133333327,0
62,93.87254133333327,0
63,93.87254133333327,0
64,93.87254133333327,0
65,93.87254133333327,0
66,93.87254133333327,0
67,93.87254133333327,0
68,93.87254133333327,0
69,93.87254133333327,0
70,93.87254133333327,0
71,93.87254133333327,0
72,93.87254133333327,0
73,93.87254133333327,0
74,93.87254133333327,0
75,93.87254133333327,0
76,93.87254133333327,0
77,93.87254133333327,0
78,93.87254133333327,0
79,93.87254133333327,0
80,93.87254133333327,0
81,93.87254133333327,0
82,93.87254133333327,0
83,93.87254133333327,0
84,93.87254133333327,0
85,93.87254133333327,0
86,93.87254133333327,0
87,93.87254133333327,0
88,93.87254133333327,0
89,93.87254133333327,0
90,93.87254133333327,0
91,93.87254133333327,0
92,93.87254133333327,0
93,93.87254133333327,0
94,93.87254133333327,0
95,93.87254133333327,0
96,93.87254133333327,0
97,93.87254133333327,0
98,93.87254133333327,0
99,93.87254133333327,0
100,93.87254133333327,0
101,93.87254133333327,0
102,93.87254133333327,0
103,93.87254133333327,0
104,93.87254133333327,0
105,93.87254133333327,0
106,93.87254133333327,0
107,93.87254133333327,0
108,93.87254133333327,0
109,93.87254133333327,0
110,93.87254133333327,0
111,93.87254133333327,0
112,93.87254133333327,0
113,93.87254133333327,0
114,93.87254133333327,0
115,93.87254133333327,0
