,0
cost,37.11458533333332
viol_main,0.0
viol_window,0.0
reclaimed tonnage,205050.48608516995
available tonnage,200000.0
parcel_list,"[(penalty_avg=0, penalty_window=0), (penalty_avg=0, penalty_window=0)]"
seed,82655
time,1464.7177208326757
count_local,0
