,0
cost,36.48665833333334
viol_main,0.0
viol_window,0.022298
reclaimed tonnage,100101.11626667787
available tonnage,100000.0
parcel_list,"[(penalty_avg=0, penalty_window=0.022298)]"
seed,826591
time,0.06186112500017771
count_local,0
