,0
cost,22.21691433333334
viol_main,0.0
viol_window,0.0
reclaimed tonnage,101379.26164907616
available tonnage,100000.0
parcel_list,"[(penalty_avg=0, penalty_window=0)]"
seed,708688
time,832.0137584619224
count_local,0
