,0
cost,51.64751033333335
violation,0.0
reclaimed tonnage,302597.22984590736
available tonnage,300000.0
parcel_list,"[(penalty=0), (penalty=0), (penalty=0)]"
seed,482245
time,1030.0746845472604
count_local,0.0
