,0
cost,51.35965133333334
violation,0.0
reclaimed tonnage,304483.02622662054
available tonnage,300000.0
parcel_list,"[(penalty=0), (penalty=0), (penalty=0)]"
seed,811097
time,1195.3706655986607
count_local,0.0
