,0
cost,82.31214333333331
viol_main,0.0
viol_window,0.030213
reclaimed tonnage,402376.5642896089
available tonnage,400000.0
parcel_list,"[(penalty_avg=0, penalty_window=0), (penalty_avg=0, penalty_window=0.050421), (penalty_avg=0, penalty_window=0.128295), (penalty_avg=0, penalty_window=0.124323)]"
seed,621052
time,81745.6736398451
count_local,30133
