,0
cost,66.9878123333333
violation,0.0
reclaimed tonnage,405965.0169192899
available tonnage,400000.0
parcel_list,"[(penalty=0), (penalty=0), (penalty=0), (penalty=0)]"
seed,731557
time,1227.0160261541605
count_local,0.0
