,0
cost,65.3560213333333
violation,0.0
reclaimed tonnage,403624.47805062815
available tonnage,400000.0
parcel_list,"[(penalty=0), (penalty=0), (penalty=0), (penalty=0)]"
seed,719876
time,1242.6670035384595
count_local,0.0
