,0
cost,37.62019833333335
viol_main,0.0
viol_window,0.0
reclaimed tonnage,200026.59000662484
available tonnage,200000.0
parcel_list,"[(penalty_avg=0, penalty_window=0), (penalty_avg=0, penalty_window=0)]"
seed,87421
time,21111.886277532205
count_local,2013
