,0
cost,66.90276033333332
violation,0.0
reclaimed tonnage,404598.51679783437
available tonnage,400000.0
parcel_list,"[(penalty=0), (penalty=0), (penalty=0), (penalty=0)]"
seed,811482
time,19859.689826142043
count_local,2942.0
