,0
cost,83.07409233333334
viol_main,0.0
viol_window,0.097149
reclaimed tonnage,402464.63178089494
available tonnage,400000.0
parcel_list,"[(penalty_avg=0, penalty_window=0), (penalty_avg=0, penalty_window=0), (penalty_avg=0, penalty_window=0.049433), (penalty_avg=0, penalty_window=0.047716)]"
seed,142089
time,3109.5758482329547
count_local,0
