,0
cost,38.17505733333333
viol_main,0.0
viol_window,0.0
reclaimed tonnage,200746.54833508385
available tonnage,200000.0
parcel_list,"[(penalty_avg=0, penalty_window=0), (penalty_avg=0, penalty_window=0)]"
seed,322124
time,11376.401896327734
count_local,6822
