,0
cost,50.836871333333356
violation,0.0
reclaimed tonnage,0.0
available tonnage,300000.0
parcel_list,"[(penalty=0), (penalty=0), (penalty=0)]"
seed,976106
time,3124.5222672373056
count_local,15246.0
